Order_ID,Customer_ID,Order_Date,Required_Delivery_Date,Actual_Delivery_Date,Delay_Days,Shipping_Cost,Contract_Grace_Period_Days,Warehouse_Location,Distance_to_Warehouse_km,Is_Complained,Complaint_Reason
ORD-103785,B2B-10589,2026-02-18 15:46:20,2026-02-26 15:46:20,2026-02-27 15:46:20,1,68.56,7,Adelaide,206.53,0.0,
ORD-103786,B2B-16020,2026-03-13 11:39:05,2026-03-27 11:39:05,2026-03-29 11:39:05,2,35.64,3,Adelaide,32.56,0.0,
ORD-103787,B2B-77067,2026-02-10 20:28:28,2026-02-19 20:28:28,2026-02-17 20:28:28,-2,41.84,7,Melbourne,322.91,0.0,
ORD-103788,B2B-6404,2026-04-15 08:01:50,2026-04-24 08:01:50,2026-04-23 08:01:50,-1,103.59,3,Brisbane,732.93,0.0,
ORD-103789,B2B-8641,2026-03-25 09:23:51,2026-04-04 09:23:51,2026-04-03 09:23:51,-1,58.48,3,Melbourne,141.06,0.0,
ORD-103790,B2B-74340,2025-09-30 21:05:52,2025-10-07 21:05:52,2025-10-07 21:05:52,0,101.08,7,Brisbane,697.85,0.0,
ORD-103791,B2B-19407,2026-04-20 16:26:22,2026-04-30 16:26:22,2026-04-30 16:26:22,0,71.13,3,Perth,308.14,0.0,
ORD-103792,B2B-90351,2025-10-17 13:13:07,2025-10-24 13:13:07,2025-10-24 13:13:07,0,58.31,7,Perth,64.85,0.0,
ORD-103793,B2B-70283,2026-01-31 14:49:33,2026-02-07 14:49:33,2026-02-06 14:49:33,-1,101.63,3,Melbourne,878.87,0.0,
ORD-103794,B2B-33671,2026-07-06 00:02:14,2026-07-18 00:02:14,2026-07-17 00:02:14,-1,77.08,7,Brisbane,831.52,0.0,
ORD-103795,B2B-56126,2025-09-14 21:21:17,2025-09-24 21:21:17,2025-09-23 21:21:17,-1,58.07,3,Adelaide,432.51,0.0,
ORD-103796,B2B-1245,2026-01-24 20:33:57,2026-01-31 20:33:57,2026-01-31 20:33:57,0,70.68,3,Brisbane,612.32,0.0,
ORD-103797,B2B-77562,2026-01-03 06:15:15,2026-01-10 06:15:15,2026-01-12 06:15:15,2,65.41,7,Perth,194.73,0.0,
ORD-103798,B2B-99646,2026-06-12 06:53:41,2026-06-26 06:53:41,2026-06-26 06:53:41,0,50.7,7,Perth,86.76,0.0,
ORD-103799,B2B-55596,2025-12-26 23:49:54,2026-01-03 23:49:54,2026-01-06 23:49:54,3,61.54,3,Brisbane,37.19,0.0,
ORD-103800,B2B-93833,2026-05-15 01:27:05,2026-05-27 01:27:05,2026-05-26 01:27:05,-1,80.29,3,Brisbane,418.51,0.0,
ORD-103801,B2B-89458,2026-02-27 04:33:00,2026-03-11 04:33:00,2026-03-11 04:33:00,0,64.29,7,Adelaide,169.02,0.0,
ORD-103802,B2B-19407,2026-01-14 03:53:09,2026-01-28 03:53:09,2026-01-30 03:53:09,2,73.19,3,Perth,308.14,1.0,Late Delivery
ORD-103803,B2B-41230,2026-02-07 09:22:26,2026-02-18 09:22:26,2026-02-18 09:22:26,0,53.36,3,Adelaide,106.34,0.0,
ORD-103804,B2B-41024,2026-01-14 06:24:00,2026-01-23 06:24:00,2026-01-25 06:24:00,2,58.89,3,Brisbane,433.53,1.0,Late Delivery
ORD-103805,B2B-52689,2026-07-06 15:56:14,2026-07-15 15:56:14,2026-07-20 15:56:14,5,96.68,3,Melbourne,643.13,1.0,Late Delivery
ORD-103806,B2B-77562,2025-12-21 06:49:22,2025-12-30 06:49:22,2025-12-30 06:49:22,0,60.01,7,Perth,194.73,0.0,
ORD-103807,B2B-51284,2025-08-12 13:33:15,2025-08-21 13:33:15,2025-08-21 13:33:15,0,62.39,3,Perth,206.47,0.0,
ORD-103808,B2B-52106,2026-07-14 11:16:23,2026-07-27 11:16:23,2026-07-29 11:16:23,2,82.59,3,Brisbane,665.15,0.0,
ORD-103809,B2B-72765,2026-02-28 07:59:21,2026-03-07 07:59:21,2026-03-10 07:59:21,3,93.07,3,Melbourne,873.91,0.0,
ORD-103810,B2B-71281,2025-08-01 21:35:52,2025-08-08 21:35:52,2025-08-09 21:35:52,1,90.11,3,Adelaide,295.12,0.0,
ORD-103811,B2B-92368,2025-11-26 16:25:34,2025-12-07 16:25:34,2025-12-05 16:25:34,-2,60.46,3,Brisbane,113.13,0.0,
ORD-103812,B2B-70465,2026-05-04 15:54:38,2026-05-12 15:54:38,2026-05-15 15:54:38,3,83.52,3,Melbourne,465.9,1.0,Customer Service
ORD-103813,B2B-53868,2025-09-13 04:30:47,2025-09-20 04:30:47,2025-09-20 04:30:47,0,62.33,3,Melbourne,40.78,0.0,
ORD-103814,B2B-69678,2026-02-26 18:18:29,2026-03-05 18:18:29,2026-03-07 18:18:29,2,52.17,3,Melbourne,207.28,1.0,Late Delivery
ORD-103815,B2B-89892,2025-10-18 17:38:43,2025-10-31 17:38:43,2025-10-31 17:38:43,0,57.44,3,Melbourne,259.72,0.0,
ORD-103816,B2B-50609,2026-03-30 00:39:41,2026-04-07 00:39:41,2026-04-05 00:39:41,-2,42.59,7,Melbourne,160.69,0.0,
ORD-103817,B2B-50609,2025-11-29 11:44:32,2025-12-06 11:44:32,2025-12-09 11:44:32,3,77.37,7,Melbourne,160.69,0.0,
ORD-103818,B2B-61154,2025-09-09 20:25:28,2025-09-17 20:25:28,2025-09-15 20:25:28,-2,71.34,3,Melbourne,527.14,0.0,
ORD-103819,B2B-76456,2026-02-15 11:07:54,2026-02-25 11:07:54,2026-02-28 11:07:54,3,86.15,3,Adelaide,487.84,1.0,Late Delivery
ORD-103820,B2B-58097,2025-12-20 04:29:50,2025-12-31 04:29:50,2026-01-01 04:29:50,1,74.16,3,Melbourne,527.36,0.0,
ORD-103821,B2B-89921,2026-05-26 04:19:34,2026-06-03 04:19:34,2026-06-03 04:19:34,0,65.91,7,Perth,329.39,0.0,
ORD-103822,B2B-40702,2026-06-11 01:33:50,2026-06-21 01:33:50,2026-06-24 01:33:50,3,72.49,7,Perth,229.26,0.0,
ORD-103823,B2B-45330,2025-10-21 04:24:52,2025-11-02 04:24:52,2025-11-01 04:24:52,-1,88.97,3,Brisbane,371.39,0.0,
ORD-103824,B2B-16876,2025-09-18 17:21:43,2025-10-02 17:21:43,2025-09-30 17:21:43,-2,91.33,3,Brisbane,560.95,0.0,
ORD-103825,B2B-15987,2025-08-12 17:51:43,2025-08-26 17:51:43,2025-08-30 17:51:43,4,92.75,3,Melbourne,646.88,1.0,Late Delivery
ORD-103826,B2B-56992,2026-01-19 07:20:17,2026-02-01 07:20:17,2026-02-05 07:20:17,4,51.66,3,Brisbane,164.68,1.0,Late Delivery
ORD-103827,B2B-475,2025-09-11 05:33:53,2025-09-22 05:33:53,2025-09-21 05:33:53,-1,59.39,3,Melbourne,206.37,0.0,
ORD-103828,B2B-17835,2026-05-04 21:39:55,2026-05-17 21:39:55,2026-05-17 21:39:55,0,82.64,3,Brisbane,516.94,0.0,
ORD-103829,B2B-15534,2026-07-03 05:34:56,2026-07-11 05:34:56,2026-07-12 05:34:56,1,69.31,3,Brisbane,688.04,0.0,
ORD-103830,B2B-95375,2026-02-26 16:07:54,2026-03-12 16:07:54,2026-03-10 16:07:54,-2,53.44,3,Perth,62.32,0.0,
ORD-103831,B2B-88555,2026-07-15 05:20:36,2026-07-23 05:20:36,2026-07-22 05:20:36,-1,92.9,3,Brisbane,560.64,0.0,
ORD-103832,B2B-2773,2026-03-11 14:10:58,2026-03-21 14:10:58,2026-03-23 14:10:58,2,54.71,3,Perth,223.95,0.0,
ORD-103833,B2B-10100,2026-01-29 20:16:41,2026-02-06 20:16:41,2026-02-07 20:16:41,1,53.15,3,Perth,132.58,0.0,
ORD-103834,B2B-40535,2025-08-17 12:34:54,2025-08-30 12:34:54,2025-08-31 12:34:54,1,79.73,3,Brisbane,625.16,1.0,Late Delivery
ORD-103835,B2B-71321,2026-07-11 13:43:53,2026-07-25 13:43:53,2026-07-26 13:43:53,1,59.86,7,Melbourne,460.1,0.0,
ORD-103836,B2B-66471,2025-11-03 04:44:43,2025-11-16 04:44:43,2025-11-14 04:44:43,-2,80.96,3,Brisbane,457.4,0.0,
ORD-103837,B2B-84058,2026-05-31 06:20:50,2026-06-11 06:20:50,2026-06-14 06:20:50,3,70.42,3,Brisbane,322.72,1.0,Late Delivery
ORD-103838,B2B-72219,2026-02-22 03:11:41,2026-03-06 03:11:41,2026-03-06 03:11:41,0,62.21,7,Brisbane,428.71,0.0,
ORD-103839,B2B-88750,2025-08-21 15:54:19,2025-08-31 15:54:19,2025-08-30 15:54:19,-1,74.28,7,Melbourne,232.31,0.0,
ORD-103840,B2B-69665,2026-05-06 09:06:57,2026-05-16 09:06:57,2026-05-17 09:06:57,1,84.38,3,Melbourne,585.98,0.0,
ORD-103841,B2B-10603,2026-01-02 23:43:12,2026-01-10 23:43:12,2026-01-13 23:43:12,3,87.43,3,Brisbane,792.16,0.0,
ORD-103842,B2B-52689,2025-08-05 20:00:07,2025-08-14 20:00:07,2025-08-14 20:00:07,0,70.21,3,Melbourne,643.13,0.0,
ORD-103843,B2B-53047,2025-12-30 01:59:17,2026-01-11 01:59:17,2026-01-12 01:59:17,1,78.19,3,Brisbane,465.29,1.0,Late Delivery
ORD-103844,B2B-91629,2026-03-27 18:31:08,2026-04-06 18:31:08,2026-04-05 18:31:08,-1,66.75,3,Adelaide,222.93,0.0,
ORD-103845,B2B-41342,2026-04-05 04:42:10,2026-04-16 04:42:10,2026-04-16 04:42:10,0,73.71,3,Adelaide,247.72,0.0,
ORD-103846,B2B-68467,2025-09-09 20:39:10,2025-09-23 20:39:10,2025-09-24 20:39:10,1,67.67,3,Brisbane,288.51,0.0,
ORD-103847,B2B-84692,2025-12-09 05:04:16,2025-12-18 05:04:16,2025-12-18 05:04:16,0,62.55,3,Melbourne,682.93,0.0,
ORD-103848,B2B-49876,2025-08-06 15:38:53,2025-08-15 15:38:53,2025-08-20 15:38:53,5,52.51,3,Adelaide,216.16,0.0,
ORD-103849,B2B-14570,2026-04-12 15:32:43,2026-04-25 15:32:43,2026-05-02 15:32:43,7,95.33,3,Brisbane,633.84,1.0,Late Delivery
ORD-103850,B2B-63735,2026-03-15 12:29:42,2026-03-23 12:29:42,2026-03-20 12:29:42,-3,55.78,3,Brisbane,225.01,0.0,
ORD-103851,B2B-67244,2025-09-20 15:10:47,2025-09-30 15:10:47,2025-10-02 15:10:47,2,83.08,3,Brisbane,698.62,1.0,Late Delivery
ORD-103852,B2B-97922,2025-11-08 16:05:25,2025-11-16 16:05:25,2025-11-21 16:05:25,5,89.32,7,Brisbane,843.37,1.0,Late Delivery
ORD-103853,B2B-93779,2025-10-15 06:10:19,2025-10-25 06:10:19,2025-10-24 06:10:19,-1,59.2,3,Adelaide,182.39,0.0,
ORD-103854,B2B-1530,2026-05-31 16:09:50,2026-06-12 16:09:50,2026-06-10 16:09:50,-2,50.41,3,Brisbane,38.68,0.0,
ORD-103855,B2B-93833,2025-08-27 07:45:51,2025-09-04 07:45:51,2025-09-03 07:45:51,-1,53.22,3,Brisbane,418.51,0.0,
ORD-103856,B2B-71281,2025-10-30 18:44:28,2025-11-07 18:44:28,2025-11-10 18:44:28,3,50.17,3,Adelaide,295.12,0.0,
ORD-103857,B2B-16185,2026-01-23 10:03:03,2026-01-30 10:03:03,2026-01-30 10:03:03,0,67.73,3,Melbourne,106.42,0.0,
ORD-103858,B2B-21323,2025-10-13 20:54:23,2025-10-22 20:54:23,2025-10-21 20:54:23,-1,42.15,3,Brisbane,105.37,0.0,
ORD-103859,B2B-9272,2025-09-28 07:35:25,2025-10-09 07:35:25,2025-10-07 07:35:25,-2,67.87,3,Brisbane,404.59,0.0,
ORD-103860,B2B-81277,2026-06-23 04:33:44,2026-07-04 04:33:44,2026-07-06 04:33:44,2,63.58,3,Melbourne,659.12,0.0,
ORD-103861,B2B-68218,2026-04-09 17:44:43,2026-04-21 17:44:43,2026-04-24 17:44:43,3,54.86,3,Melbourne,117.02,1.0,Late Delivery
ORD-103862,B2B-97179,2026-07-09 02:23:11,2026-07-23 02:23:11,2026-07-21 02:23:11,-2,76.37,3,Melbourne,566.59,0.0,
ORD-103863,B2B-6754,2026-01-22 21:30:51,2026-02-05 21:30:51,2026-02-03 21:30:51,-2,73.43,3,Perth,533.44,0.0,
ORD-103864,B2B-3524,2025-11-16 03:56:13,2025-11-24 03:56:13,2025-11-27 03:56:13,3,40.54,3,Melbourne,100.69,0.0,
ORD-103865,B2B-77482,2025-08-10 22:47:56,2025-08-18 22:47:56,2025-08-16 22:47:56,-2,63.36,7,Melbourne,132.64,0.0,
ORD-103866,B2B-43536,2025-09-03 00:04:21,2025-09-10 00:04:21,2025-09-10 00:04:21,0,85.85,3,Melbourne,599.85,0.0,
ORD-103867,B2B-82260,2025-08-29 01:56:36,2025-09-08 01:56:36,2025-09-11 01:56:36,3,63.88,7,Melbourne,634.11,0.0,
ORD-103868,B2B-35323,2026-01-07 04:51:27,2026-01-16 04:51:27,2026-01-16 04:51:27,0,58.06,3,Perth,248.47,0.0,
ORD-103869,B2B-93117,2026-04-01 21:27:46,2026-04-12 21:27:46,2026-04-16 21:27:46,4,93.89,3,Brisbane,583.68,0.0,
ORD-103870,B2B-10240,2025-11-07 18:53:40,2025-11-18 18:53:40,2025-11-17 18:53:40,-1,49.93,7,Perth,327.65,0.0,
ORD-103871,B2B-39279,2026-03-10 05:48:15,2026-03-23 05:48:15,2026-03-21 05:48:15,-2,50.92,7,Melbourne,220.21,0.0,
ORD-103872,B2B-97673,2026-04-10 07:08:07,2026-04-18 07:08:07,2026-04-18 07:08:07,0,82.61,3,Melbourne,665.56,0.0,
ORD-103873,B2B-56126,2026-07-10 23:57:55,2026-07-18 23:57:55,2026-07-21 23:57:55,3,51.68,3,Adelaide,432.51,1.0,Late Delivery
ORD-103874,B2B-70481,2026-05-10 19:22:25,2026-05-19 19:22:25,2026-05-21 19:22:25,2,89.5,7,Melbourne,569.0,0.0,
ORD-103875,B2B-51284,2026-01-28 17:14:06,2026-02-08 17:14:06,2026-02-08 17:14:06,0,54.4,3,Perth,206.47,0.0,
ORD-103876,B2B-62940,2026-01-15 20:24:54,2026-01-27 20:24:54,2026-01-27 20:24:54,0,46.91,3,Perth,79.42,0.0,
ORD-103877,B2B-1563,2025-09-30 18:25:16,2025-10-07 18:25:16,2025-10-06 18:25:16,-1,75.83,3,Adelaide,182.02,0.0,
ORD-103878,B2B-9412,2026-05-14 01:30:10,2026-05-26 01:30:10,2026-05-26 01:30:10,0,52.94,3,Perth,353.19,0.0,
ORD-103879,B2B-6337,2025-10-20 10:14:38,2025-11-02 10:14:38,2025-11-01 10:14:38,-1,57.03,7,Melbourne,362.09,0.0,
ORD-103880,B2B-37007,2026-01-16 11:53:52,2026-01-25 11:53:52,2026-01-26 11:53:52,1,53.77,3,Adelaide,369.48,0.0,
ORD-103881,B2B-93002,2025-08-31 14:55:21,2025-09-14 14:55:21,2025-09-14 14:55:21,0,56.47,3,Brisbane,216.77,0.0,
ORD-103882,B2B-55267,2026-05-05 08:18:57,2026-05-16 08:18:57,2026-05-14 08:18:57,-2,59.04,3,Brisbane,417.67,1.0,Quality Issue
ORD-103883,B2B-46368,2026-01-26 22:37:03,2026-02-07 22:37:03,2026-02-09 22:37:03,2,64.78,7,Brisbane,226.22,0.0,
ORD-103884,B2B-4952,2025-08-27 12:50:10,2025-09-07 12:50:10,2025-09-08 12:50:10,1,84.21,3,Brisbane,366.81,0.0,
ORD-103885,B2B-89062,2025-11-28 22:56:45,2025-12-11 22:56:45,2025-12-12 22:56:45,1,47.13,7,Perth,129.41,0.0,
ORD-103886,B2B-90351,2026-04-04 13:58:49,2026-04-16 13:58:49,2026-04-15 13:58:49,-1,53.63,7,Perth,64.85,0.0,
ORD-103887,B2B-33897,2026-05-02 14:52:25,2026-05-10 14:52:25,2026-05-11 14:52:25,1,69.58,7,Melbourne,555.88,0.0,
ORD-103888,B2B-19595,2026-06-11 00:09:11,2026-06-20 00:09:11,2026-06-21 00:09:11,1,71.73,7,Brisbane,342.82,0.0,
ORD-103889,B2B-41342,2025-08-11 18:17:47,2025-08-18 18:17:47,2025-08-18 18:17:47,0,79.98,3,Adelaide,247.72,0.0,
ORD-103890,B2B-80015,2026-05-24 07:08:31,2026-06-04 07:08:31,2026-06-03 07:08:31,-1,68.94,3,Perth,168.28,0.0,
ORD-103891,B2B-80168,2026-03-29 22:59:24,2026-04-05 22:59:24,2026-04-09 22:59:24,4,83.39,3,Brisbane,467.72,0.0,
ORD-103892,B2B-53585,2025-10-27 15:47:10,2025-11-07 15:47:10,2025-11-02 15:47:10,-5,52.67,7,Adelaide,277.3,0.0,
ORD-103893,B2B-97673,2025-11-14 20:32:12,2025-11-25 20:32:12,2025-11-26 20:32:12,1,94.3,3,Melbourne,665.56,0.0,
ORD-103894,B2B-54070,2026-04-05 20:28:36,2026-04-18 20:28:36,2026-04-21 20:28:36,3,51.53,3,Brisbane,415.03,0.0,
ORD-103895,B2B-27189,2026-04-30 00:43:51,2026-05-07 00:43:51,2026-05-11 00:43:51,4,89.12,3,Brisbane,532.44,1.0,Late Delivery
ORD-103896,B2B-74836,2025-09-05 10:26:26,2025-09-17 10:26:26,2025-09-17 10:26:26,0,64.91,3,Adelaide,437.22,0.0,
ORD-103897,B2B-15887,2026-05-03 04:00:54,2026-05-15 04:00:54,2026-05-17 04:00:54,2,59.73,7,Perth,234.39,1.0,Late Delivery
ORD-103898,B2B-80380,2026-02-16 21:57:35,2026-02-23 21:57:35,2026-02-20 21:57:35,-3,68.09,3,Adelaide,545.83,0.0,
ORD-103899,B2B-20143,2026-05-08 13:16:00,2026-05-16 13:16:00,2026-05-17 13:16:00,1,62.39,3,Brisbane,477.8,1.0,Late Delivery
ORD-103900,B2B-21700,2025-10-29 13:07:47,2025-11-10 13:07:47,2025-11-12 13:07:47,2,54.99,3,Perth,314.43,0.0,
ORD-103901,B2B-47096,2025-08-07 08:54:19,2025-08-17 08:54:19,2025-08-16 08:54:19,-1,65.69,3,Brisbane,91.69,0.0,
ORD-103902,B2B-39539,2026-07-19 14:59:12,2026-07-26 14:59:12,2026-07-26 14:59:12,0,92.16,3,Brisbane,614.75,0.0,
ORD-103903,B2B-13005,2025-08-21 22:09:17,2025-08-29 22:09:17,2025-08-29 22:09:17,0,73.16,3,Melbourne,364.43,0.0,
ORD-103904,B2B-24203,2025-12-28 05:15:15,2026-01-04 05:15:15,2026-01-05 05:15:15,1,59.6,3,Brisbane,156.46,0.0,
ORD-103905,B2B-67244,2026-07-06 15:45:53,2026-07-19 15:45:53,2026-07-16 15:45:53,-3,94.98,3,Brisbane,698.62,0.0,
ORD-103906,B2B-64472,2026-02-28 06:32:52,2026-03-09 06:32:52,2026-03-09 06:32:52,0,63.17,3,Melbourne,409.98,0.0,
ORD-103907,B2B-69254,2026-02-26 12:49:10,2026-03-08 12:49:10,2026-03-10 12:49:10,2,49.34,7,Brisbane,391.86,0.0,
ORD-103908,B2B-93117,2026-02-21 19:34:05,2026-03-05 19:34:05,2026-03-07 19:34:05,2,77.37,3,Brisbane,583.68,0.0,
ORD-103909,B2B-87928,2025-12-04 19:02:17,2025-12-11 19:02:17,2025-12-10 19:02:17,-1,60.24,3,Perth,293.15,0.0,
ORD-103910,B2B-33006,2026-07-08 12:12:58,2026-07-19 12:12:58,2026-07-21 12:12:58,2,79.63,3,Brisbane,288.71,0.0,
ORD-103911,B2B-24194,2026-02-10 03:14:39,2026-02-18 03:14:39,2026-02-18 03:14:39,0,59.25,7,Melbourne,142.61,0.0,
ORD-103912,B2B-93157,2025-11-28 15:01:38,2025-12-07 15:01:38,2025-12-09 15:01:38,2,44.82,3,Perth,103.37,0.0,
ORD-103913,B2B-99547,2026-03-24 00:30:39,2026-04-04 00:30:39,2026-04-03 00:30:39,-1,54.25,3,Perth,179.33,0.0,
ORD-103914,B2B-20256,2026-06-06 06:32:13,2026-06-20 06:32:13,2026-06-23 06:32:13,3,83.31,3,Adelaide,276.38,1.0,Late Delivery
ORD-103915,B2B-99646,2025-11-18 09:53:59,2025-12-02 09:53:59,2025-11-30 09:53:59,-2,56.91,7,Perth,86.76,0.0,
ORD-103916,B2B-48337,2025-08-23 18:11:35,2025-09-06 18:11:35,2025-09-07 18:11:35,1,66.17,3,Perth,217.85,0.0,
ORD-103917,B2B-65273,2026-01-07 10:30:23,2026-01-21 10:30:23,2026-01-22 10:30:23,1,94.18,3,Melbourne,526.64,1.0,Late Delivery
ORD-103918,B2B-42372,2025-07-31 23:01:23,2025-08-10 23:01:23,2025-08-10 23:01:23,0,86.24,3,Melbourne,306.08,0.0,
ORD-103919,B2B-68212,2025-08-28 17:52:21,2025-09-08 17:52:21,2025-09-09 17:52:21,1,50.24,3,Adelaide,41.47,0.0,
ORD-103920,B2B-72918,2025-11-24 14:16:45,2025-12-07 14:16:45,2025-12-07 14:16:45,0,58.64,3,Brisbane,181.99,0.0,
ORD-103921,B2B-8916,2025-10-22 17:09:31,2025-10-29 17:09:31,2025-10-31 17:09:31,2,56.95,3,Adelaide,335.64,1.0,Late Delivery
ORD-103922,B2B-10435,2025-10-23 15:35:07,2025-11-02 15:35:07,2025-11-06 15:35:07,4,60.28,3,Melbourne,145.35,0.0,
ORD-103923,B2B-72214,2026-03-01 07:06:52,2026-03-09 07:06:52,2026-03-10 07:06:52,1,50.72,3,Melbourne,211.97,0.0,
ORD-103924,B2B-93779,2026-05-29 16:23:16,2026-06-12 16:23:16,2026-06-12 16:23:16,0,63.49,3,Adelaide,182.39,0.0,
ORD-103925,B2B-88998,2026-07-17 03:13:03,2026-07-30 03:13:03,2026-07-28 03:13:03,-2,93.57,3,Brisbane,653.07,0.0,
ORD-103926,B2B-28688,2026-02-19 06:49:52,2026-03-05 06:49:52,2026-03-06 06:49:52,1,73.07,3,Perth,477.49,0.0,
ORD-103927,B2B-9412,2026-01-05 19:37:16,2026-01-12 19:37:16,2026-01-11 19:37:16,-1,47.73,3,Perth,353.19,0.0,
ORD-103928,B2B-86270,2026-01-01 12:55:23,2026-01-15 12:55:23,2026-01-16 12:55:23,1,77.17,3,Melbourne,535.47,0.0,
ORD-103929,B2B-33006,2025-08-31 03:37:08,2025-09-09 03:37:08,2025-09-08 03:37:08,-1,69.13,3,Brisbane,288.71,0.0,
ORD-103930,B2B-3380,2026-01-12 19:22:46,2026-01-21 19:22:46,2026-01-21 19:22:46,0,49.17,3,Perth,113.43,0.0,
ORD-103931,B2B-3524,2025-09-04 06:56:29,2025-09-18 06:56:29,2025-09-22 06:56:29,4,62.43,3,Melbourne,100.69,1.0,Late Delivery
ORD-103932,B2B-2773,2026-07-30 02:17:58,2026-08-09 02:17:58,2026-08-07 02:17:58,-2,42.58,3,Perth,223.95,0.0,
ORD-103933,B2B-41761,2025-12-25 00:17:19,2026-01-03 00:17:19,2026-01-03 00:17:19,0,62.29,3,Adelaide,248.81,0.0,
ORD-103934,B2B-35745,2026-06-15 23:27:46,2026-06-23 23:27:46,2026-06-23 23:27:46,0,60.91,7,Brisbane,188.89,0.0,
ORD-103935,B2B-51284,2026-06-10 08:11:13,2026-06-24 08:11:13,2026-06-21 08:11:13,-3,82.24,3,Perth,206.47,0.0,
ORD-103936,B2B-17835,2025-09-09 09:33:27,2025-09-16 09:33:27,2025-09-16 09:33:27,0,74.34,3,Brisbane,516.94,0.0,
ORD-103937,B2B-28375,2026-07-07 06:46:46,2026-07-15 06:46:46,2026-07-11 06:46:46,-4,69.28,3,Brisbane,465.41,0.0,
ORD-103938,B2B-57091,2026-02-20 00:48:49,2026-03-02 00:48:49,2026-02-28 00:48:49,-2,69.19,3,Brisbane,159.39,0.0,
ORD-103939,B2B-9589,2026-06-01 19:56:48,2026-06-09 19:56:48,2026-06-12 19:56:48,3,95.95,3,Brisbane,646.64,0.0,
ORD-103940,B2B-55207,2026-03-04 05:36:46,2026-03-15 05:36:46,2026-03-19 05:36:46,4,65.51,3,Brisbane,245.68,1.0,Late Delivery
ORD-103941,B2B-88226,2026-01-12 08:12:41,2026-01-21 08:12:41,2026-01-25 08:12:41,4,98.3,3,Brisbane,836.71,1.0,Late Delivery
ORD-103942,B2B-14570,2026-03-03 12:20:55,2026-03-17 12:20:55,2026-03-16 12:20:55,-1,88.89,3,Brisbane,633.84,0.0,
ORD-103943,B2B-93157,2026-07-31 01:27:08,2026-08-10 01:27:08,2026-08-10 01:27:08,0,58.36,3,Perth,103.37,0.0,
ORD-103944,B2B-99069,2026-03-09 16:43:09,2026-03-21 16:43:09,2026-03-22 16:43:09,1,74.61,3,Brisbane,505.28,0.0,
ORD-103945,B2B-8916,2025-09-21 12:18:52,2025-10-03 12:18:52,2025-09-27 12:18:52,-6,65.91,3,Adelaide,335.64,0.0,
ORD-103946,B2B-88226,2026-06-18 08:20:37,2026-06-26 08:20:37,2026-06-25 08:20:37,-1,95.37,3,Brisbane,836.71,0.0,
ORD-103947,B2B-12858,2025-10-30 17:37:56,2025-11-11 17:37:56,2025-11-11 17:37:56,0,74.16,7,Brisbane,294.08,0.0,
ORD-103948,B2B-70994,2026-03-21 09:58:57,2026-03-28 09:58:57,2026-03-27 09:58:57,-1,65.31,7,Melbourne,301.53,0.0,
ORD-103949,B2B-4952,2026-01-20 18:55:14,2026-02-01 18:55:14,2026-01-30 18:55:14,-2,78.09,3,Brisbane,366.81,0.0,
ORD-103950,B2B-21097,2026-07-25 22:21:30,2026-08-01 22:21:30,2026-07-31 22:21:30,-1,58.27,3,Melbourne,138.29,0.0,
ORD-103951,B2B-74695,2026-02-21 13:59:01,2026-03-03 13:59:01,2026-03-08 13:59:01,5,80.18,3,Melbourne,672.08,1.0,Late Delivery
ORD-103952,B2B-41054,2025-10-08 15:26:18,2025-10-16 15:26:18,2025-10-13 15:26:18,-3,81.94,7,Perth,470.71,0.0,
ORD-103953,B2B-99045,2025-12-23 08:00:56,2026-01-03 08:00:56,2025-12-29 08:00:56,-5,100.35,3,Melbourne,685.6,0.0,
ORD-103954,B2B-71281,2025-09-24 14:25:20,2025-10-07 14:25:20,2025-10-10 14:25:20,3,75.71,3,Adelaide,295.12,1.0,Late Delivery
ORD-103955,B2B-11907,2025-10-26 09:10:22,2025-11-03 09:10:22,2025-11-02 09:10:22,-1,46.06,7,Brisbane,272.23,0.0,
ORD-103956,B2B-15987,2026-03-28 02:39:58,2026-04-04 02:39:58,2026-04-04 02:39:58,0,99.44,3,Melbourne,646.88,0.0,
ORD-103957,B2B-12409,2026-07-19 01:39:22,2026-08-02 01:39:22,2026-08-02 01:39:22,0,67.29,7,Adelaide,200.39,0.0,
ORD-103958,B2B-24126,2026-06-15 10:40:50,2026-06-23 10:40:50,2026-06-27 10:40:50,4,66.76,3,Adelaide,180.35,1.0,Late Delivery
ORD-103959,B2B-4727,2026-05-09 10:58:45,2026-05-17 10:58:45,2026-05-21 10:58:45,4,73.77,7,Adelaide,619.93,0.0,
ORD-103960,B2B-75641,2025-08-19 21:05:58,2025-08-28 21:05:58,2025-08-30 21:05:58,2,57.45,3,Adelaide,39.25,1.0,Customer Service
ORD-103961,B2B-44861,2026-06-04 09:12:35,2026-06-12 09:12:35,2026-06-12 09:12:35,0,51.79,3,Perth,329.47,0.0,
ORD-103962,B2B-41910,2026-03-19 07:31:44,2026-03-31 07:31:44,2026-03-29 07:31:44,-2,68.66,3,Brisbane,191.25,0.0,
ORD-103963,B2B-6337,2026-05-03 14:51:49,2026-05-12 14:51:49,2026-05-12 14:51:49,0,81.83,7,Melbourne,362.09,0.0,
ORD-103964,B2B-40535,2025-12-27 23:35:54,2026-01-10 23:35:54,2026-01-10 23:35:54,0,82.29,3,Brisbane,625.16,0.0,
